sentence,label
"Antonymic pairs of gradable adjectives (e.g. tall-short) give rise to contrary opposition. This fact has so far stood in the way of reducing this type of opposition to logical negation, which gives rise to contradictory opposition. We present an analysis of these antonymic pairs in terms of an underlying logical negation, and propose to derive the contrary nature of the opposition from the interaction of interval semantics with the presence of a contextual standard, which is known to be a part of the denotation of gradable adjectives. This analysis opens the way for a decomposition of negative adjectives as containing a logical negation with contradictory meaning.",0
"It is standardly assumed that nominals in the languages of the world are syntactically complex in the typical case, being made up of not just NP, but one or more functional projections, e.g., DP (Abney, 1987). Recently, this assumption has been questioned, especially for languages without articles (Bošković (2005), et seq.). The alternative proposal holds that nominals in Serbo-Croatian (and more strongly, languages without articles in general) lack the DP projection, and that this difference has a variety of syntactic consequences. In this paper, I investigate the nominal extended projection of another language without articles, Estonian (Finno-Ugric). On the basis of a number of facts about Estonian's system of adnominal genitives, I conclude that nominals in Estonian should not be given the same analysis as those in Serbo-Croatian. I propose instead that Estonian's nominals are DPs. I then propose that indefinite pronouns and wh-determiners instantiate the category D in the language, arguing that DP does more cross-linguistically than host articles. I conclude that nominal structure in languages without articles can be just as complex as nominal structure in languages with articles. (Linked article is the final official publication, as it is open access.)",0
"The mapping of syntactic structure onto PF at spell-out is affected by two features, w and @. W partitions a span (a head-complement sequence) into insertion spans, which are relevant for cyclic lexical insertion and the creation of prosodic words. @ determines the linearization of words in the span, with respect to phrasal adjuncts and specifiers. Clitics and incorporated elements are defective specifiers, lacking @ and hence incapable of linearizing independently. This theory replaces the X^0 theory of word formation and linearization. X^0 theory is crucially reliant on head movement, which this proposal attempts to eliminate.",1
"This review article gives an introduction to the ""Oxford handbook of polysynthesis"" (edited by Michael Fortescue, Marianne Mithun and Nicholas Evans, 2017) and suggests that subsequent scholarship will take a different direction, rather than try to go further in the same direction. It argues that this is necessary, as the traditional notion of ""polysynthesis"" is not well-defined. The handbook can thus be seen as the last word on the traditional topic of polysynthesis.",0
"In any language, some phonotactic constraints can be stated without reference to morphology, but many of the more nuanced phonotactic generalizations do make use of morphosyntactic and lexical information. At the most basic level, many languages mark edges of words in some phonological way. Different phonotactic constraints hold of sounds that belong to the same morpheme as opposed to sounds that are separated by a morpheme boundary. Different phonotactic constraints may apply to morphemes of different types (such as roots versus affixes). There are also correlations between phonotactic shapes and following certain morphosyntactic and phonological rules, which may correlate to syntactic category, declension class, or etymological origins. The article reviews approaches to the interaction between phonotactics and morphology, focusing on two questions: (1) how to account for rules that are sensitive to morpheme boundaries and structure and (2) what is the status of phonotactic constraints associated with only some morphemes.",0
"This is a copy of the Preface from my 2018 CUP book 'Reflections on Psycholinguistic Theories: Raiding the Inarticulate'. This material, together with Chapter 1 ('Marketing Sample'), is available on the CUP website. https://www.cambridge.org/jp/academic/subjects/languages-linguistics/psycholinguistics-and-neurolinguistics/reflections-psycholinguistic-theories-raiding-inarticulate. If you enjoy reading this chapter, please consider buying the book.",1
"This is a copy of Chapter 1 of my 2018 CUP book 'Reflections on Psycholinguistic Theories: Raiding the Inarticulate'. This material, together with the Preface ('Front Matter'), is available on the CUP website. https://www.cambridge.org/jp/academic/subjects/languages-linguistics/psycholinguistics-and-neurolinguistics/reflections-psycholinguistic-theories-raiding-inarticulate. If you enjoy reading this chapter, please consider buying the book.",1
"In this work we investigate the internal syntax and semantics of quantifier phrases (QP) involving cardinal numerals. Concentrating on a set of previously documented puzzles concerning Case and number agreement within the numeral phrase in Russian, we argue that these agreement patterns follow naturally if one recognizes three structural layers in a numeral-based QP: the countability layer, the number layer and the quantificational layer. Our central theoretical claim is that the countability layer is implemented as a (pseudo-)classifier structure whose morphological manifestation obeys a principle of syntactic 'visibility'. Our specific claim for Russian is that, diachronically, this countability layer has emerged as a result of the loss of the dual number in the course of transition between Old and Modern Russian. We strengthen our conclusions with psycholinguistic evidence from a sentence completion study that tests Russian speakers' sensitivity to the countability layer.",0
"This paper examines how roots are adjectivised within a featural system comprising only two categories. It argues that adjectivisers do not exist, leaving the repertory of categorisers with two members only: verbalisers, v heads, and nominalisers, n heads. We proceed to argue that the adjective category is possibly universal insofar as it involves prima facie dual categorisation: adjectives obtain when a root combines with a complex categorial structure involving both a verbaliser and nominaliser. This proposal is supported by grammar-internal evidence (viz. their external modification by adverbs and the nominal character of their internal structure) and by broader typological facts (the distribution of which, categorially, follows from our analysis). Several consequences and predictions are beneficially derived.",1
"Suppletion for case and number in pronominal paradigms shows robust patterns across a large, cross-linguistic survey. These patterns are largely, but not entirely, parallel to patterns described in Bobaljik (2012) for suppletion for adjectival degree. Like adjectival degree suppletion along the dimension positive < comparative < superlative, if some element undergoes suppletion for a category X, that element will also undergo suppletion for any category more marked than X on  independently established markedness hierarchies for case and number. We argue that the structural account of adjectival suppletive patterns in Bobaljik (2012) extends to pronominal suppletion, on the assumption that case (Caha 2009) and number (Harbour 2011) hierarchies are structurally encoded. In the course of the investigation, we provide evidence against the common view that suppletion obeys a condition of structural (Bobaljik 2012) and/or linear (Embick 2010) adjacency, and argue that the full range of facts requires instead a domain-based approach to locality (cf. Moskal 2015). In the realm of number, suppletion of pronouns behaves as expected, but a handful of examples for suppletion in nouns show a pattern that is initially unexpected; however which is consistent with the overall view if the Number head is also internally structurally complex (contra Harbour 2007). Moreover, variation in suppletive patterns for number converges with independent evidence for variation in the internal complexity and markedness.",0
"The state of the art of the debate between externalist and internalist concepts of language is reviewed in this paper, and a new conceptualization of language as a ""developmental hybrid"" is suggested that entails that it equally comprises environmental and organism-internal component pieces, in an ultimately non dissociable way. The key for understanding this hybrid status is to be found in development, for when individually evolving, a general dynamic is observed in which organism-internal facilities selectively apply to certain designated aspects of the environmental stimulus, which in their turn have a facilitatory impact on these very same facilities. These kinds of loops inspire the conclusion that the internal and the external compose a single, integrated developmental unit.",0
"Besides total vowel harmony and nasal harmony, Fròʔò, a Gur language spoken in Côte d'Ivoire, has a pervasive consonantal agreement in its nominal domain: the morphologically 'dependent morphemes' (in terms of concord, Corbett 1991) or 'associate morphemes' (Hockett 1958), of nominal heads, agree in their articulator and [±continuant] features, a special case of alliterative concord, because the head noun is playing no role in the alliteration. Besides the consonantal agreement features, these free associate morphemes have their own vocalic features and their own [±voice] feature. The paper starts with a review of nominal classes in Fròʔò and the morphological structure of simple nouns. It is proposed that Fròʔò has a partly non-concatenative morphology and that a standard Distributed Morphology analysis cannot fully account for the phonology of the resulting morphemes. In the second part, the role of phonology is investigated. It is proposed that well-formed morphemes are the result of partial or deficient phonological specifications in need of repair. The phonological approach is couched in an optimality-theoretic framework (see Saba Kirchner 2010 and Bye & Svenonius 2012 among others for similar proposals). Part of the final specification of these morphemes are due to phonological repairs elicited by markedness and faithfulness constraints, and the filling in of features due to vowel and nasal harmony, as well as consonant epenthesis.",0
"The first aim of this squib is to show that, under the correct syntactic configuration, volere 'want' can be embedded in Italian faire-infinitives (FI), contrary to previous claims. Secondly, we show that want-FIs exhibit peculiar properties: (i) they disallow a full DP causee; (ii) they permit intermediate cliticisation onto
volere; (iii) they allow optional splitting of clitic clusters; and (iv) they marginally permit an accusative causee in transitive contexts where the object is a clitic. We attribute these effects to defective intervention which bans a full DP causee and requires the creation of a biclausal ECM construction, where accusative is exceptionally licensed, and where the selection of a silent OBTAIN by 'want' creates an additional clitic position.",0
"This paper outlines some of the main phonological and morphological features that Moroccan Arabic has developed in contact with Amazigh. Based on previous work, it is argued that Moroccan Arabic has lost the Classical Arabic short vowels and has developed a short central vowel, used break up illicit consonant clusters. It is shown that the distribution of this schwa-like vowel is better analysed within a strict CV model where ungoverned empty vocalic positions surface at the phonetic level. In the same vein, it is proposed that the Classical Arabic short [u] is kept in Moroccan Arabic as a labial feature when it occurs in the vicinity of a labial, velar or uvular consonant. Sibilant harmony is another feature that Moroccan Arabic shares with Amazigh. It is analysed as a long distance process which occurs within a specific domain, consisting of the stem template, plus an empty initial CV. This empty site allows for the Moroccan Arabic definite article and the Amazigh causative prefix to harmonize with the stem sibilant. The influence of Amazigh on Moroccan Arabic is also visible at the morphological level. We discuss the behaviour of the circumfix /ta…-t/, which Moroccan Arabic borrowed as an unanalysed complex, used to form abstract and profession nouns.",0
This book presents a morphosyntactic account of vowel length in Contemporary Czech. The present approach is strictly decompositional on both the phonological and the morphosyntactic side. It assumes prosodic affixes in contemporary Czech. The focus is on prosodic affixes which realize morphosyntactic parts of diminutives and hypocoristics.,0
"Since Cheng and Sybesma (1999), there has been much discussion of how the interaction of functional heads in the extended nominal projection in numeral classifier languages gives rise to a definite interpretation. An important observation that came out of this discussion is that there appears to be some kind of interaction between a classifier head (call it Cl) and definiteness, where either Cl and D interact through head movement (Simpson 2005), or the Cl head itself introduces an iota-operator. Cheng and Sybesma note that in Cantonese, which exhibits bare Cl-N sequences with a definite interpretation, the addition of a numeral has the effect of ""undoing the definiteness"". The standard approach to accounting for this blocking of definiteness is that of Simpson (2005), where it is suggested that for a definite interpretation to arise in classifier languages, the Cl head has to move to D (in the spirit of Longobardi 1994). The blocking of a definite interpretation in Cantonese is the result of a Head Movement Constraint violation; Cl cannot move to D over the numeral. I show that this numeral blocking effect extends to other languages too, and I argue based on data from those languages that a Head Movement Constraint-based account of definiteness in classifier languages cannot capture the facts, and that we require an alternative. I put forward a proposal which has the consequence that the classifier and numeral form a constituent to the exclusion of the noun, and then discuss some suggestive evidence in favour of such a structural configuration.",0
"In the principle and parameter theory of generative grammar in the 1980s, the variation of word order in languages was ascribed to the value of the head directionality parameter (head-initial/final). Following the minimalist program of linguistic theory, this paper argues that syntactic computation builds a structure without linear order, which is only linearized at the externalization to the sensory-motor system, according to the stress pattern of the language. We can derive word order variation in the world's languages from their phonology, especially their stress systems. We can do away with the complement movement that derives head-final structure from the head-initial structure constructed by the Linear Correspondence Axiom (Kayne (1993)).",0
"This paper examines multidimensional paradigms, i.e. paradigms involving more than one feature dimension. I examine the concrete case of pronominal paradigms, which involve (at least) the dimensions of person and number. The problem that arises in such paradigms is that syncretisms may be observed in each dimension, i.e. they may occur both vertically (cross-person) and horizontally (cross-number). While classical nanosyntax embodies a theory of syncretism that can account for one dimension, it requires an extension to account for syncretisms in the other dimension(s). I discuss two such extensions, one making use of pointers (Caha & Pantcheva 2012), and another in terms of a revision of the Superset Principle (based on Caha2014). I show that both approaches make subtly different empirical predictions. Most notably, the approach in terms of pointers is able to derive certain ABA-syncretisms. This consideration favors the approach in terms of the revised Superset Principle. On the other hand, the revised Superset Principle faces an empirical problem in the derivation of horizontal (cross-number) syncretism, which requires the introduction of a principle to determine a winner between candidates that are in a tie with respect to the Elsewhere Principle.",0
"This paper offers an in-depth look at roots and verb stem morphology in Chuj (Mayan)
in order to address a larger question: when it comes to the formation of verb stems, what
information is contributed by the root, and what is contributed by the functional heads? I
show first that roots in Chuj are not acategorical, but must be grouped into classes based
on their stem-forming possibilities. Root category does not map directly to surface lexical
category, but does determine which functional heads (i.e. valence morphology) may merge
with the root. Second, I show that while the introduction of the external argument, along
with clausal licensing and agreement generally, are all governed by higher functional
heads, the presence or absence of an internal argument is dictated by the root. Specifically,
I show that transitive roots in Chuj always combine with an internal argument, whether
it be (i) a full DP, (ii) a bare pseudo-incorporated NP, or (iii) an implicit object in an
antipassive. This work contributes to the discussion of how valence morphology operates:
in the spirit of works such as Alexiadou, Anagnostopoulou & Sch¨afer 2006, I argue that
valence morphology applies directly to roots, rather than to some ""inherent valence"" of a
verb.",0
"The question of whether linguistic knowledge is binary or stochastic is one of the most important questions in general linguistic inquiry. Much recent work in the last few decades shows that phonological knowledge is stochastic (e.g. Hayes & Londe 2006). Building on this body of research, we show that in Japanese, gradient phonological knowledge affects several word formation patterns in stochastic ways. Concretely, we show that identity avoidance effects hold at both the segmental and the CV-moraic levels. These identity avoidance effects stochastically affect two types of word formation patterns in Japanese: group name formation and rendaku. We show that Maximum Entropy Grammar (Goldwater & Johnson 2003), together with multiple OCP constraints (Coetzee & Pater 2008), successfully models both of the observed morphological word formation patterns, without any further stipulation. In addition to this theoretical contribution, one of the patterns discussed in this paper-group name formation-has not been analyzed from the perspective of formal phonological theories before, and hence this paper has descriptive novelty as well.",0
"Nevins (2011) proposes that dual-plural number contrasts are Impoverished in the context of feminine gender in Ljubljana Slovenian. However, in some Case-forms of nominal paradigms, Impoverishment is blocked. This pattern can be given a principled account if Impoverishment is strictly local, implying it may only search for its triggering context in the closest head in the c-command domain. The absence of a local trigger gives rise to Intervention.",0
"In this paper, a syntactic account of Italian clitics is presented. It is suggested that clitics in Italian are different from other major Romance languages because of their specification for two pervasive syntactic features, namely [π] and [ω]. All clitics but ne carry the feature [π], whereas the feature [ω] is present in third person accusative-specified clitics as well as past participles. Due to the feature [π], simple clitics must undergo an unusual long outbound movement under OCP. However, the most remarkable combined effect of these feature is to be found in clusters of object clitics, which must be processed by a compounding rule (CCR), and then licensed by a phonological sandhi rule (ICIS), in order to avoid an overload derivation (DEN>3). The feature [ω] has a further effect in the grammar: it forces the agreement of past participles and direct object clitics. Various cooccurrence restrictions, traditionally considered to be arbitrary or idiosyncratic, are accounted for with simplicity and elegance.",0
"One prominent theory capturing unexpected phonological similarity across morphologically-related forms is Output-Output Correspondence (OO-Corr – Benua 1997; Burzio 1998; a.o.). Classic OO-Corr involves correspondence between an output [X-Y] and a subconstituent base [X], e.g. a derived stem with a bare root [√-DERIV]x ↔ [√]x (párent-hood ↔ párent). Further, Paradigmatic OO-Corr (Pa-OO-C) involves correspondence between an output [X-A] and a base [X-B], where the affixes [A] and [B] share a morphosyntactic feature [+F] which places them together in a morphological paradigm (McCarthy 2005, Hall & Scott 2007), e.g. [√-INFL[1SG PAST]]x ↔ [√-INFL[1SG PRES]]x. In contrast, this paper proposes a novel type of OO-Corr termed Transparadigmatic Output-Output Correspondence (Tr-OO-C), involving correspondence between an output [X-Y-Z] and a base [X-Z]. Under Tr-OO-C, morphologically-related forms share the same root as well as share the same outer morphology, but differ in terms of an inner morphology, e.g. [√-DERIV-INFL]x ↔ [√-INFL]x. I argue that Ese Ejja (Takanan: Bolivia) is an example of Tr-OO-C, wherein there is unexpected stress uniformity between inflectional and derivational verbal forms. I argue that derivational forms are in correspondence with an inflectional base enforced by highly ranked constraints ID-BO(STRESS), CORR-BO(ROOT), and CORR-BO(INFL), modeled after Agreement-By-Correspondence (Rose & Walker 2004). In total, Ese Ejja prosody is a crucial case study for OO-C and adds to the body of evidence showing how the phonology of words can be shaped by morphologically-related forms.",1
"Grammatical gender features, which are seen as having both a semantic and arbitrary form, have been argued to embody the interpretable-uninterpretable distinction: semantic gender is interpretable, and arbitrary gender is uninterpretable (Kramer 2014, 2015). Using French as a case study, this paper argues that all gender features-even those which have been seen as arbitrary-are necessarily interpretable at the LF interface. Even if a feature does not contribute compositionally to the meaning of a structure, it must be visible to provide the context for interpretation. This leads to an argument for the abandonment of the interpretable-uninterpretable distinction in the representation of features. Instead, the analysis contends that the mechanism of interpretation is responsible for differences in the semantic contribution of features: both heads and sub-structures can be taken as input to the interpretive mechanism. The interpretation of heads leads to compositional meaning, and the interpretation of sub-structures to non-compositional meaning. The system has the consequence of simplifying restrictions on gender specification such that they are solely linked to the availability of a semantic interpretation, rather than to a combination of phonological and semantic licensing conditions.",0
"In this short note, I provide two new tests coming from ellipsis and donkey anaphora with demonstratives in order to show that not every DP is the projection of a predicative NP (contra Elbourne 2013).",0
"The present work defends the idea that grammatical categories are not intrinsic to mergeable items, taking as a departure point Lenneberg's (1967, 1975) claim that syntactic objects are definable only contextually. It is argued that there are four different strands of inquiry that are of interest when one seeks to build an evolutionarily plausible theory of labels and operation Label: (i) linguistic constraints on adjacent elements of the same type such as Repetition/Identity Avoidance ([*XX]), (ii) data that flout these constraints ([XX]), (iii) disorders that raise questions as to whether the locus of impairment is a categorial feature per se, and (iv) operation Label as a candidate for human uniqueness. After discussing categorial identity through these perspectives, this work first traces the origins and manifestations of Identity Avoidance in language and other domains of human cognition, with emphasis on attention orienting. Second, it proposes a new processing principle, the Novel Information Bias, that (i) captures linguistic Identity Avoidance based on how the brain decodes types and tokens and (ii) explains the universal fact that generally the existence of adjacent occurrences of syntactically and/or phonologically identical tokens is severely constrained.",0
"This dissertation investigates the nature of the Philippine-type voice system and two associated diachronic questions: (i) what is the nature of noun-verb (nominalizer-voice affix) homophony, a common trait of Philippine-type languages?, and (ii) does the synchronic variation of this voice system among higher-order Austronesian languages constitute valid evidence for Austronesian primary-level subgrouping? Using novel comparative data from Puyuma, Amis, Seediq, and Tagalog as the empirical starting point, I explore the shared syntax of Philippine-type languages and its implications for these two questions.

In the first half of the study, I argue that Philippine-type languages are best analyzed as exhibiting a nominative-accusative case system with prominent topic-marking that overrides morphological case. I then provide a novel account for the nature of the four-way division of the Philippine-type voice morphology: the four affixes are best analyzed as the spell-out of four different bundles of Agree relations that agree with the topic of a clause. Under this analysis, Philippine-type ""voice"" is fundamentally different from Indo-European ""voice"". The latter is valency-rearranging morphology, while the former is topic-indicating morphology. Building on this analysis, I argue that Philippine-type languages are best characterized as discourse configurational languages (Li & Thompson 1976; Kiss 1995; Miyagawa 2010, 2017), whose topic-prominent nature is manifested both in prominent topic-marking and in articulated verbal morphology that indicates the Agree relations of the topic in a clause. I conclude that Philippine-type languages are best analyzed as hosting a topic-feature on C and the φ-feature on T, with topic-agreement spelled-out as verbal morphology.

In the second half of the study, I demonstrate how this synchronic syntactic analysis enables a simpler solution to two central issues in Austronesian diachronic linguistics (i)-(ii). Building on the conclusions outlined above, I argue that neither the presence of nominalizer-voice affix homophony nor that of Philippine-type voice distinctions in root clauses constitutes valid evidence for Austronesian primary-level subgrouping, as the absence of both features reflects independent morphological erosions in innovative languages. I conclude that phonological innovations are better evidence for Austronesian primary-level subgrouping than the morphosyntactic variation among higher-order Philippine-type languages, as the latter is best viewed as a product of independent drifts, rather than shared innovations.",1
English as a Lingua Franca: Perspectives and Prospects: Contributions in Honour of Barbara Seidlhofer Marie-Luise Pitzl & Ruth Osimk-Teasdale (2016) Berlin: De Gruyter Pp. xxii + 294 ISBN 978-1-5015-1122-6 (paper) $140.00 U.S.,0
"This paper investigates properties of a class of determiners which can be loosely labelled specific in that their distribution falls in between maximally-quantifying definite determiners and indefinites which only contribute existential quantification. Based on a sample which includes data from Buryat, Komi, Mari, Mordvin, and Turkish, I propose that suffixal determiners form a semantically natural class in that their distribution can be modelled by means of a relational component in the semantics of the determiners which relates the denotation of the noun to an antecedent. I derive the observed distributional differences between languages from the range of values available for the interpretation of this component. In particular, whether a relation of identity falls within the range of values has consequences for whether a suffixal determiner triggers existence presupposition, which, in turn, has consequences both for the interpretation of the DP in question and for the inter-paradigm competition in a language.",0
"Recent research on verbal doubling across languages (Nunes 2004, Martins 2007, Kandybowicz 2009, Biberauer 2009, among others) show that this phenomenon is a fruitful domain of inquiry, especially, regarding the nature of copying phenomena and the way in which such phenomena interact with syntax and morphology. In line with the aforementioned works, I focus on the empirical domain of verbal doubling in Spanish and European Portuguese and argue that not all verbal doubling structures must be derived as the result of syntactic copying. In particular, new evidence is discussed in order to show that predicate fronting in Spanish does not result from movement (pace Vicente 2007, 2009).  Other varieties of verbal duplication, such as non-local doublings in Rioplatense Spanish and Italian, and local doublings in European Portuguese, are instead the direct result of verbal copy pronunciation arising from complex factors involving the structure of remnant movement and the general conditions that regulate copy pronunciation in syntax and morphology. These particular varieties of verbal duplications in Romance allow us to decide among different theories of copy realization in competition.",0
"This paper examines the morphological expression of dual and plural number in languages with apparent singular-dual-plural number systems and shows that the observed markedness of number features prevents them from accounting for all attested morphological patterns. I use the number systems of Slovenian, Manam and Mi'gmaq as examples for the three attested patterns I identify. I extend Nevins's (2011a) system of feature markedness to account for the Slovenian and Mi'gmaq patterns. I motivate a non-featural analysis of the Manam dual and compare its behaviour to that of non-inflectional plurals (Wiltschko 2008, Butler 2012).",1
"This paper offers a description of the nominal class system in Esahie (Central-Tano, Kwa, Niger-Congo). It contends that, though the noun class system of Esahie per se is morpho-syntactically vestigial, hence differing from other African languages (e.g. most Bantu languages) where noun classes can be assimilated with GENDER, in Esahie, NUMBER, as a syntactic feature, triggers agreement, rendering the class system in Esahie a number-based one. On morpho-syntactic grounds, six distinctive noun form classes are established for Esahie. 

This paper also provides an account of how morpho-phonological information influences the noun form classes of Esahie. As argued for Akan (cf. Bodomo and Marfo 2006), morpho-phonological information is equally relevant for understanding the choice of one number affix over the other in Esahie. The present work presents yet another piece of evidence in support of the view (cf. Ameka and Dakubu 2008, Aboh and Essegbey 2010, and Güldemann and Fiedler 2017) that unlike the Ghana-TogoMountain languages, which have been attested to have a functional class system, the Central-Tano languages, to which Esahie pertains, have a relatively fairly decayed and less-conservative inflectional system. 

Comparing Esahie to Akan, however, data discussed in this paper seems to suggest, prima facie, that Esahie has suffered a relatively stronger deal of morpho-syntactic decay in the inflectional system of the nominal domain. Data used in this work is collected largely through elicitation from native speakers.",1
"In Moroccan Arabic, morphologically-derived causatives are uniformly formed through the affixation of a consonantal mora in an infixed position. Two accounts have been proposed: the templatic-based account whereby consonant gemination results from a fixed-shape template and the analysis contending that causative gemination succumbs to positional faithfulness effects. In this paper, we diverge from this trend, claiming that the two approaches suffer from a lack of empirical adequacy. As an alternative, we propose an analysis within the theory of Optimality Theory, with the basic assumption being that the linearization of the causative morpheme is instead the result of phonological well-formedness interacting with the morphological process of causativization. An important empirical prediction of our analysis is that the causative affix can neither move to word-initial positions nor word-final positions under the pressure of phonological well-formedness constraints. This is shown to be an example of the Emergence of the Unmarked, wherein the otherwise inactive markedness constraint *COMPLEXONSET in the language bears the burden of the explanation. The strength of the analysis suggested herein resides in the treatment of the infixal process as resulting from simple and universal constraints, primarily achieved through well-motivated demands on prosodic well-formedness without reference to language-particular templatic constraints.",1
"The traditional notion of case is too coarse to distinguish between the English prepositional dative and the English shifted dative, the Spanish bare accusative and the Spanish ""a"" accusative, etc. I show that refining our typology of case to include such distinctions resolves a *ABA counterexample to Caha's 2009 case hierarchy and I discuss where these new distinctions should be placed in the underlying representation of case.",0
"Frankenduals, that is, duals composed (as in Hopi) of a nonsingular and a nonplural morpheme, display a consistent asymmetry. The first typological study of its kind shows that the element closer to the nominal is sensitive to (non)singularity, whereas the one sensitive to (non)plurality is more peripheral. This pattern impacts on morphology (dual featurally crosscuts singular and plural), morphosemantics (number features are sensitive to order of composition), and syntax and its interfaces (the features are interpreted and pronounced where they are merged). The resulting account builds on Hale's (1986) idea that features are semantically broad, ontologically flexible, and category independent.",1
"This chapter gives an overview of language contact phenomena in so-called constructed or artificial languages, and explains how the study of such languages can be used to understand the phenomenon of language contact better.",0
"The questions posed and addressed in this dissertation are broadly questions regarding the nature cross-linguistic variation and why languages differ from one another in these particular ways. This thesis focuses on four known points of cross-linguistic variation in the verbal domain: tense, aspect, finiteness and the perfect. It uses data primarily from the Dravidian language Malayalam to explore these questions.
Past work on tense and aspect in Dravidian languages (Amritavalli & Jayaseelan 2005) has claimed that Malayalam, along with the other Dravidian languages, is tenseless. This dissertation, however, shows that Malayalam is empirically different from other tenseless languages and that it does have morphology that encodes tense semantics and a TP. It further examines what have previously been called the two 'imperfectives' and argues that the first one is a type of progressive. The second form, is shown to be something between an interative and an imperfective. While the dissertation argues that Malayalam, has tense morphology and a TP, it argues that Malayalam lacks perfect morphology and a PerfP in, minimally, Universal perfects.
The investigation of finiteness focuses on the empirical facts regarding the different non-finite forms in Malayalam and the theoretical implications of these facts. It points out a problem for classifying negation as 'finite' versus 'non-finite', as has frequently been done (Amritavalli & Jayaseelan 2005, a.o.) and argues that non- finite uses of the -uka marker are progressive participles, that Conjunctive Participles are best analyzed as Stump (1985)-style absolutives and that -athu gerunds involve nominalization above the TP-level (cf. Borsley & Kornfilt 2000, Baker 2011).",0
"This paper discusses reduplication as a technique of word formation in German within the framework of Optimality Theory. In contrast to previous approaches, the proposed taxonomy identifies rhyme and ablaut reduplication as the only productive, truly reduplicative processes in the morphology of German. All other contemplable cases of reduplicative structures are properly treated as either phonological doubling, lexical sequencing or (special cases of) compounding. An OT analysis is offered which suggests that both rhyme and ablaut reduplication may emerge when a segmentally and prosodically unspecified expressive morpheme is attached to a base - given that the base strictly obeys certain word prosodic requirements.
The present approach eschews constraints that make explicit reference to base-reduplicant correspondence. The OT grammar successfully models the emergence of the fixed bipedal structure, the obligatory segmental deviance of the reduplicant, non-exponence of the expressive morpheme in the case of non-trochaic bases, the variable linearization of base and reduplicant in ablaut reduplication, and the interaction of reduplication with i) segmental alternations and ii) onset complexity.
Certain (cross-linguistic) correlations regarding constraints on reduplicative word formation and poetic devices, such as rhyme and meter, are discussed.",0
"In this squib, we provide evidence that finite control languages like Greek and Romanian display Partial Control (PC), albeit in very limited contexts, contrary to what has previously been claimed in the literature. This fact poses problems for existing theories of control which predict a fundamental incompatibility between PC and [+Agr] complements. These finding can be considered welcome, however, inasmuch as the ban on PC in [+Agr] contexts appears stipulative in the context of Landau's (2015) approach. They are also consistent with the claim that European Portuguese inflected infinitives, which are also [+Agr] also permit obligatory control (Sheehan, 2018, to appear).",0
"This paper examines the nature of the dependency between the availability of null subjects and the ``richness'' of verbal subject agreement, known as Taraldsen's Generalisation (Taraldsen 1980, Rizzi 1986, Adams:1987), from the point of view of grammar change in Medieval French based on corpus data. We present a corpus-based quantitative model of the syncretisation of verbal subject agreement spanning the whole Medieval French period and evaluate two hypotheses relating agreement and null subjects: one relating the two as reflexes of the same grammatical property and a variational learning-based hypothesis whereby syncretic endings create a learning bias against the null subject grammar. We show that only the latter approach has the potential to reconcile the intuition behind Taraldsen's Generalisation with the fact that it has proven non-trivial to formulate the notion of agreement richness in a way which would unequivocally predict whether a language has null subjects.",0
"In this paper I examine patterns of irregular allomorphy in nominal stems sensitive to case in a number of nominative-accusative languages. I will argue that the data surveyed reveal a certain regularity in the distribution of irregularity across the cases in that they conform to what I call the Nominative Stem-Allomorphy Generalization. One irregular stem form is always found in the nominative (and in other cases that may be systematically syncretic with it), with all other cases sharing a single other stem form. I will show that this subsumes a clear instance of a *ABA pattern, and in fact is even more restrictive, as it also shows *ABC and (qualified) *AAB. I will situate these findings relative to recent work on *ABA patterns and on case-sensitive irregularity in noun and pronoun suppletion, and then will build on that prior work to propose an account for the generalization in terms of a structured representation of nouns and case categories interacting with locality conditions on allomorphy.",0
"The purpose of this paper is threefold: to survey current work in Stratal Phonology, to respond to recent arguments against cyclic phonological derivations, and to explore the morphological implications of the theory.

	Section 2 lays out the basic principles of Stratal Phonology: cyclicity and stratification. These make major empirical predictions, including Cyclic Containment, the Russian Doll Theorem, and Chung's Generalization. The exposition highlights the fact that Stratal Phonology differs from other cyclic frameworks, such as Cophonology Theory, in positing relatively fewer cycles. Recent proposals are reviewed which look to independent facts in an effort to derive long-standing generalizations about cyclic domain structures: notably, the noncyclic status of roots and the recursiveness of stem-level domains.

	Section 3 addresses the contest between cyclicity and output-output correspondence, focusing on Steriade's (1999) claim that English dual-level affixes like _-able_ challenge Cyclic Containment. I argue that, whilst Steriade's argument draws force from important empirical facts, containment-compliant analyses centred on lexical acquisition not only describe the phenomena accurately, but also generate correct empirical predictions that are not matched by accounts relying on output-output correspondence.

	Section 4 assesses Stratal Phonology by evaluating the plausibility of its implications for morphology. I show, first, that the theory can derive the relative ordering of phonological strata without recourse to the Affix Ordering Generalization, and that it can handle bracketing paradoxes without recourse to rebracketing operations. At the same time, Stratal Phonology presupposes that morphology and phonology are distinct grammatical modules, and for this reason it favours concatenativist approaches to putative instances of process morphology, in line with Generalized Nonlinear Affixation.",1
